name,dynasty,description
李景让,[唐] ? ~ ?,唐太原文水人，字后己。李憕孙。敬宗宝历初，迁右拾遗。淮南节度使王播献钱十万求领盐铁，景让极论不可。历中书舍人，礼部侍郎，商、华、虢三州刺史，封酒泉县男。宣宗大中中，进御史大夫，拜西川节度使，以太子少保分司东都。事母孝。性好奖掖寒士。卒年七十二，谥孝。
僧鸾,[唐] ? ~ ?,唐僧。俗姓鲜于，名凤。有逸才而不拘检。懿宗咸通间，谒嘉州刺史薛能，能谓其难为举子，遂命其出家。不愿以常僧为师，遂自于陵云寺大佛前披剃。后入京为文章供奉，赐紫，与诗人张乔、李洞为友。昭宗时返俗，曾为李鋋江西判官，又为西班小将军，在黄州遇害。其诗学李白歌行，奇崛诡丽。
周墀,[唐] ? ~ ?,唐汝南人，字德升。穆宗长庆二年进士。长史学，文宗雅重之，历监察御史、集贤殿学士、知制诰、翰林学士。武宗时出为华州刺史、义成节度使，封汝南县男。鞭不循令之宿将，一军大治。宣宗大中二年，以兵部侍郎、判度支、同中书门下平章事，迁中书侍郎。议河湟事不称旨，罢为剑南东川节度使，寻拜检校尚书右仆射。卒年五十九。
梁献,[唐] ? ~ ?,生卒年、籍贯皆不详。玄宗先天时官仓部员外郎。事迹见《郎官石柱题名考》卷一八。献能诗善赋。《全唐诗》存诗1首。
裴休,[唐] ? ~ 860?,唐孟州济源人，字公美。裴肃子。穆宗长庆年间，登进士第。能文章，善书有体法。奉佛，尤深于释典。宣宗大中时，累除兵部侍郎，充诸道盐铁转运使。六年，拜同中书门下平章事、中书侍郎，奏请宰相各为《时政记》。时漕法大坏，休著新法十条，又立税茶十二法，人以为便。三年中漕米至渭河仓一百二十万斛，较前剧增大半。久之，罢为宣武节度使，历昭义、河东、凤翔、荆南四节度使。卒年七十四。
谭铢,[唐] ? ~ ?,唐时吴人。武宗会昌元年登进士第。曾为苏州鹾院官。懿宗咸通间，任池阳地方官，作《庐州明教寺转关经藏记》。罢职后，游九华山，题诗颇有向道之志。
颜荛,[五代十国] ? ~ ?,颜萱兄。生卒年、籍贯皆不详。寓居江南。少时受知于张祜，后登进士第。昭宗景福时，任尚书郎，历合州刺史，礼部、虞部郎中、知制诰。光化三年(900)，迁中书舍人，又拜给事中。后谪官，卒于湖外。生平事迹见其《颜上人集序》、《旧唐书·昭宗纪》、《旧五代史》卷六八、《北梦琐言》卷六。荛与陆龟蒙为诗文之交，陆卒，荛为书碑。又与诗僧尚颜为诗友。尚颜卒，为撰《颜上人集序》。能诗善文，为文敏速。任中书舍人时，草制数十，无妨谈笑。《全唐诗》存诗1首、断句1联。《全唐诗续拾》补诗1首，断句4。
怀楚,[唐] ? ~ ?,唐末五代间禅僧。嗣白兆志圆，后住安州白兆山竺乾院。与诗僧齐己为友。《景德传灯录》卷二三有传。《全唐诗》存诗2首。
高正臣,[唐] ? ~ ?,唐广平人。官至卫尉卿。工诗书。习王羲之书法，睿宗爱其锋。曾集陈子昂、周彦晖、孙正隐诗，编为《高民三宴诗集》。
杨莱儿,[唐] ? ~ ?,唐人，字蓬仙。长安北里前曲女妓。善言辞，能诗，性恢谐多趣。僖宗乾符间，与进士赵光远相恋，时以诗唱和。广明乱离前，为富豪之家所得。
刘赞,[唐] 727年 ~ 796年,唐徐州彭城人，字公佐。刘汇子。少以门荫入仕，累授鄠县丞。代宗初，杨炎荐之，累授侍御史、浙江道观察判官。德宗建中中，炎为相，擢为歙州刺史，迁常州刺史，以勤干闻。贞元三年，再迁宣州刺史、宣歙池都团练观察使。赞不知书，但以强猛立威。在宣十余年，厚敛殖货，务贡奉以希恩，子弟皆亏庭训，人士鄙之。卒谥敬。
崔信明,[隋] ? ~ ?,唐青州益都人。隋炀帝大业中为尧城令。窦建德招之，拒而去隐太行山。唐太宗贞观六年诏拜兴势丞。官终秦川令。时有扬州录事参军郑世翼遇之，闻信明有“枫落吴江冷”之句，愿见其余。信明欣然多出旧篇，世翼览未终曰：“所见不逮所闻!”投卷于水，引舟去。
柳郴,[唐] ? ~ ?,生卒年不详。郴，一作郯，误。代宗大历中曾举进士，与李端、卢纶过从唱酬。事迹散见《郡斋读书志》卷四上、《唐诗纪事》卷二九。《郡斋读书志》卷四上著录其诗1卷。《全唐诗》存诗2首、断句2句。
张锡祚,[清] ? ~ ?,清江苏吴县人，字偕行，一字永夫。叶燮弟子。少好吟咏，家贫无书，每向人借阅，数日即还，已能卒读。经年卧病，年五十二，穷饿死。有《啖蔗轩诗》。
苗发,[唐] ? ~ ?,?—785?潞州壶关(今山西壶关)人，宰相苗晋卿子。初为乐平县令，代宗大历中为朝散大夫、秘书丞，封龙门县开国男，转尚书都官员外郎，终于驾部员外郎。事迹见《新唐书·卢纶传》、常衮《授苗发都官员外郎制》、《唐才子传》卷四，今人傅璇琮《卢纶考》附考其事。苗发为“大历十才子”之一，李嘉祐、李益、秦系及十才子辈多与其酬唱。其诗多佚。《全唐诗》存诗2首。
解琬,[唐] ? ~ 718年,唐魏州元城人。少中幽素科。武则天圣历初，累官侍御史，奉使安抚乌质勒及十姓部落，以功擢御史中丞。中宗景龙中，迁御史大夫。兼朔方行军大总管，前后守边二十余年，务农习战，边境安宁。官终同州刺史，卒，年八十余。
萧嵩,[唐] ? ~ 749年,唐人，祖籍南兰陵。萧钧孙。貌伟秀。中宗神龙元年始任洺州参军。玄宗开元初擢中书舍人，历宋州刺史，迁尚书左丞。十四年以兵部尚书领朔方节度使，会吐蕃陷瓜州，徙河西节度使，遣副将杜宾客与吐蕃战，大败之，此后边塞渐宁。授同中书门下三品。十七年进兼中书令，封徐国公，迁太子太师。二十一年罢相。后因李林甫谗陷，贬青州刺史，寻复拜太子太师，以老致仕，卒年八十余。
富春沙际鬼,[唐] ? ~ ?,
黎逢,[唐] ? ~ ?,生卒年不详。代宗大历十一年(776)在长安，与韦应物唱酬。十二年登进士第，为状元。德宗建中元年(780)中经学优深科，三年任监察御史。其后行迹不详。事迹散见梁肃《郑县尉厅壁记》、《唐摭言》卷五、《唐诗纪事》卷三六。《全唐诗》存诗2首。
陆坚,[唐] ? ~ ?,唐河南洛阳人，初名友悌，玄宗嘉其刚正，赐名坚。善书。历迁汝州参军、通事舍人、给事中兼学士，官终秘书监。卒年七十一，谥懿。
周渭,[唐] 740年 ~ 805年,唐淮阴人，字兆师。服儒笃学，工为词赋。代宗大历十四年进士。授襄城尉。入为集贤校理。历富平、长安尉，迁监察御史，董岭南选补。自殿中侍御史迁膳部员外郎、祠部郎中。德宗贞元十九年关辅饥，以为滥刑失职所致，疏奏，留中不下。授秘书少监致仕。
周存,[唐] ? ~ ?,生卒年、籍贯皆不详。代宗大历八年(773)登进士第。事迹见《登科记考》卷一〇。《全唐诗》存诗2首，《全唐诗外编》及《全唐诗续拾》补收2首。
张少博,[唐] ? ~ ?,生卒年、籍贯皆不详。代宗大历中曾应进士试。事迹见《文苑英华》卷一八四省试州府试诗。《全唐诗》存诗2首。
张佐,[唐] ? ~ ?,生卒年、籍贯皆不详。代宗大历中曾应进士试。事迹见《文苑英华》卷一八九省试州府试诗。《全唐诗》存诗2首。
郑繇,[唐] ? ~ ?,唐郑州荥阳人。中宗嗣圣元年登进士第。玄宗开元初，累转右拾遗，迁监察御史。六年，为岐州长史。十七年，自陈州刺史转湖州刺史。又改博州刺史。曾任金部郎中。工五言诗，所作《失白鹰》诗，时以为绝唱。
阎济美,[唐] ? ~ ?,唐人。登进士第，有长者名。德宗贞元末为福建观察使，徙浙西。为政简易。寻出为华州刺史，入为秘书监。以工部尚书致仕。卒年九十余。谥温。
庞德公,[唐] ? ~ ?,
苏晋,[唐] 676年 ~ 734年,唐雍州蓝田人。苏珦子。幼知为文，作《八卦论》，深得房颍叔、王绍宗赞叹。举进士及大礼科，皆上第。玄宗先天中为中书舍人，兼崇文馆学士。玄宗所下制命，多晋及贾曾稿定。出为泗州刺史。袭父爵，迁吏部侍郎，典选事，有时誉。终太子左庶子。
刘畋,[唐] ? ~ ?,生卒年、籍贯皆不详。唐末诗人，曾举进士。其《晚泊汉江渡》诗及“残阳来霁岫，独兴起沧洲”句，为人称诵。唐张为《诗人主客图》曾标举此诗，将畋列为“清奇雅正主”之入室者。事迹见《唐诗纪事》卷六四。《全唐诗》存诗1首、断句1联。
唐晅妻张氏,[唐] ? ~ ?,
顾朝阳,[唐] ? ~ ?,玄宗开元间诗人。生平无考。《全唐诗》存诗1首。
王光庭,[唐] ? ~ ?,生卒年不详。名晙，以字行。雍州咸阳(今陕西咸阳)人。王方庆少子，工书知名，尤善琴棋，官至殿中侍御史、考功员外郎、明威将军。与张说友善。同时尚有一王晙，乃王行果子，别是一人。事迹散见《旧唐书·王方庆传》、《新唐书·宰相世系表二中》、《唐诗纪事》卷一四、《郎官石柱题名考》卷一〇。《全唐诗》存诗2首。
王武陵,[唐] ? ~ 807前年,唐人，字晦伯。德宗贞元四年，游无锡慧山寺，与窦群、朱宿唱和留题。历谏官，终仓部员外郎。
张建封,[唐] 735年 ~ 800年,张建封，字本立，邓州南阳人，寓居兖州。唐代中期著名大将，于家族子弟中排行十三。少喜文章，慷慨尚武，能文能武，常以武功自许。建封少好属文，慷慨负气。有《张建封集》，已佚。《全唐诗》存诗2首，《全唐诗外编》补收2句。
马周,[隋] 601年 ~ 648年,唐博州茌平人，字宾王。少孤贫，嗜学，善《诗》、《春秋》，高祖武德中补州助教。后至长安，为中郎将常何家客。太宗贞观三年诏百官言得失，代何为疏，所论二十余事，皆切于时。何武人不涉学，太宗怪问，何曰：“家客马周为之。”即召见，与语，大悦，令直门下省。累拜监察御史、中书侍郎，官至中书令。
裴耀卿,[唐] 681年 ~ 743年,唐绛州稷山人，字焕之。裴子馀弟。擢童子举。累迁国子主簿。玄宗开元初为长安令，长安旧有配户和市之法，耀卿预给其值，遂革奸僦之弊。历迁济、宣、冀州刺史，皆有惠政。玄宗开元二十年，授京兆尹。请广漕运以实关辅，并陈置仓纳租、水陆易道转运诸便宜，帝然其计。拜黄门侍郎、同中书门下平章事，充转运使。分段运粮，比三年，积粟七百万石，省运赀三十万缗。进侍中。二十四年，以尚书左丞相罢，封赵城侯。天宝初，累授右仆射。卒谥文献。
张文恭,[唐] ? ~ ?,唐人。太宗贞观时与房玄龄等同修《晋书》。
宋鼎,[唐] ? ~ ?,唐洺州广平人。玄宗开元时，官监察御史、殿中侍御史、吏部员外郎、潞州刺史。二十五年，改襄州长史，兼按察使。又历广州刺史、潞州长史。天宝时，迁尚书右丞、兵部侍郎。能诗，与张九龄有诗赠答。
卫象,[唐] ? ~ ?,生卒年不详。代宗大历中居荆州。约于德宗建中中至贞元初任长林令，与司空曙唱酬甚密。贞元中为荆南节度从事、检校侍御史。事迹散见《酉阳杂俎》卷一二，《元和姓纂》卷八，《唐诗纪事》卷四三。《全唐诗》存诗2首。
路半千,[唐] ? ~ ?,生平无考。《全唐诗逸》收其诗1首、断句3联，皆录自日本大江维时编《千载佳句》。
郑概,[唐] ? ~ ?,生卒年不详。排行十六。代宗广德元年(763)至大历五年(770)在浙东节度幕，与鲍防、严维等数十人联唱，结集为《大历年浙东联唱集》。事迹散见《唐诗纪事》卷四七、《会稽掇英总集》卷一四。《全唐诗》存诗2首，又联句2首，《全唐诗续拾》补联句10首。
张叔卿,[唐] ? ~ ?,生卒年、籍贯皆不详。肃宗、代宗时人。曾为御史，坐事流桂州。事迹见其《流桂州》诗。《全唐诗》存诗2首。
张松龄,[唐] ? ~ ?,生卒年不详。一作张鹤龄，婺州金华(今浙江金华)人。张志和之兄。约于代宗时任浦阳尉。惧弟志和浪迹江湖不还，于越州东廓买地结茅斋以居之。大历九年(774)志和撰《渔歌子》词5首，松龄亦和1首。其后行迹无考。事迹见颜真卿《浪迹先生玄真子张志和碑铭》。《全唐诗》存词1首。
姚向,[唐] ? ~ ?,唐人。穆宗长庆元年，随段文昌出镇西川，任节度判官，公余时与文昌游宴唱和。三年，随文昌入朝，任户部员外郎。转司勋员外郎。敬宗宝历二年，任万年令。工书，笔力遒劲，为欧阳修所称。
武少仪,[唐] ? ~ ?,生卒年不详。排行十二，与武元衡同宗，疑为缑氏(今河南偃师东南)人。代宗大历二年(767)登进士第，累官至卫尉少卿、国子司业。德宗贞元十八年(802)上巳日，宴儒官三十六人于祭酒之堂，命韩愈撰《上巳日燕太学听弹琴诗序》。贞元末宦官捕太学生何竦、曹寿，少仪上《请明示何竦曹寿罪状奏》以示抗议，使何、曹获释。宪宗元和八年(813)任大理卿，其后事迹不详。事迹散见《旧唐书》之《德宗纪》、《于頔传》，《新唐书·宦者传》，《宝刻丛编》卷七。《全唐诗》存诗2首。
温会,[唐] ? ~ ?,生卒年不详。字贯未详。穆宗长庆元年(821)二月随段文昌出镇西川，以检校省郎兼殿中侍御史为安抚判官。公余从段文昌游宴唱和，撰有《和段相公登武担寺西台》等诗。事迹散见《白居易集》卷四八《李虞仲、崔戎、姚向、温会等并西川判官皆赐绯各检校省官兼御史制》及《唐诗纪事》卷五〇。《全唐诗》存温会诗2首。
许康佐,[唐] ? ~ ?,唐人。德宗贞元中举进士、宏辞。以家贫母老求为知院官。母丧，不就侯府之辟，由是出名。迁侍御史。以中书舍人为侍讲学士，为文宗所宠礼。后以疾辞，罢为礼部尚书。卒谥懿。工诗文书法，有《九鼎记》。
方壶居士,[唐] ? ~ ?,
张嗣初,[唐] ? ~ ?,生卒年、籍贯皆不详。宪宗元和十年(815)登进士第，见《登科记考》卷一八。《全唐诗》作德宗贞元八年(792)进士，似误。《全唐诗》存诗2首。
崔枢,[唐] ? ~ ?,唐贝州清河人。早岁客居汴州，及与海贾为友，以诚信为世所称。寻登进士第。德宗贞元末为中书舍人。顺宗即位，与给事中陆质并为皇太子侍读。宪宗元和五年，以刑部侍郎知贡举，放王璠、杨虞卿等及第。改吏部侍郎。官至秘书监。
